10 0.294801
11 0.287353
12 0.284287
13 0.281146
14 0.278489
15 0.277493
16 0.277053
17 0.276857
18 0.276794
19 0.276784
20 0.276737
21 0.276738
22 0.276709
23 0.276706
24 0.276712
25 0.276720
26 0.276711
27 0.276709
28 0.276715
29 0.276715
30 0.276715
31 0.276715
32 0.276715
