18 0.395250
19 0.395078
20 0.394905
21 0.394743
22 0.394692
23 0.394693
24 0.394671
25 0.394646
26 0.394632
27 0.394621
28 0.394617
29 0.394613
30 0.394610
31 0.394609
32 0.394608
