18 0.498163
19 0.496432
20 0.495245
21 0.494458
22 0.493948
23 0.493664
24 0.493504
25 0.493420
26 0.493372
27 0.493349
28 0.493335
29 0.493330
30 0.493327
31 0.493326
32 0.493325
